SUBJECT_DESC,CAMPUS_DESC,STUDENT_CAMPUS_DESC,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,MEETING_TYPE_DESC,CRN,Professor,Subject,Course,Section,Title,Credits,Building,Room,Sub Academic Term,Days,Time,Class Status TBA,Max Enrollment,Actual Enrolled,Course Text Narrative
"Penner, Chad R.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27384,"Penner, Chad R.",ARTS,B330,B24,Drawing III,3,VAD,123,20 - Beaufort Full Term, T     ,7:00 PM - 9:30 PM,,5,5,
"Penner, Chad R.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27385,"Penner, Chad R.",ARTS,B370,B24,Advanced Drawing,3,VAD,123,20 - Beaufort Full Term, T Th   ,5:30 PM - 7:45 PM,,5,1,
"Penner, Chad R.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27385,"Penner, Chad R.",ARTS,B370,B24,Advanced Drawing,3,VAD,123,20 - Beaufort Full Term, T     ,7:00 PM - 9:30 PM,,5,1,
"Petrucci, Joan M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31042,"Petrucci, Joan M.",MGMT,B403,01W,Leadership in Organizations,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,30,18,
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31521,"Pettay, Daniel T.",BIOL,B395,01B,Advanced Directed Studies Biol,3,,,2B - Beaufort Second Half Term,       ,,TBA,1,1,
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31267,"Pettay, Daniel T.",BIOL,B399,IS1,Independent Study,4,,,20 - Beaufort Full Term,       ,,TBA,1,1,Independent Research in Phylogenomics (Cappelmann) 4 credit hours
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27600,"Pettay, Daniel T.",BIOL,B411,001,Biology of Marine Organisms,4,CFA,101,20 - Beaufort Full Term,M W F  ,9:00 AM - 9:50 AM,,20,2,LECTURE in BEAUFORT (Lab in Bluffton)
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27600,"Pettay, Daniel T.",BIOL,B411,001,Biology of Marine Organisms,4,SCITEC,118,20 - Beaufort Full Term,  W    ,12:00 PM - 2:50 PM,,20,2,LECTURE in BEAUFORT (Lab in Bluffton)
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27600,"Pettay, Daniel T.",BIOL,B411,001,Biology of Marine Organisms,4,CFA,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,20,2,LECTURE in BEAUFORT (Lab in Bluffton)
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27601,"Pettay, Daniel T.",BIOL,B411,B01,Biology of Marine Organisms,4,CFA,101,20 - Beaufort Full Term,M W F  ,9:00 AM - 9:50 AM,,20,5,
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27601,"Pettay, Daniel T.",BIOL,B411,B01,Biology of Marine Organisms,4,CFA,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,20,5,
"Pettay, Daniel T.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27601,"Pettay, Daniel T.",BIOL,B411,B01,Biology of Marine Organisms,4,MSCIE,101,20 - Beaufort Full Term,M      ,12:00 PM - 2:50 PM,,20,5,
"Ponce, Chelsea M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29353,"Ponce, Chelsea M.",UNIV,B101,004,The Student in the University,3,LIBR2,237,20 - Beaufort Full Term,M W F  ,12:00 PM - 12:50 PM,,0,30,Undecided
"Ponce, Chelsea M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29353,"Ponce, Chelsea M.",UNIV,B101,004,The Student in the University,3,LIBR2,237,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,0,30,Undecided
"Ponce, Chelsea M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29360,"Ponce, Chelsea M.",UNIV,B101,011,The Student in the University,3,HARG,270,20 - Beaufort Full Term, T Th   ,8:00 AM - 9:15 AM,,0,22,NURS students only
"Ponce, Chelsea M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29360,"Ponce, Chelsea M.",UNIV,B101,011,The Student in the University,3,HARG,270,20 - Beaufort Full Term, T     ,8:00 AM - 10:30 AM,,0,22,NURS students only
"Poore, Daphne M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27524,"Poore, Daphne M.",EDCI,B100,C01,Clinical Obsrvation & Analysis,3,HARG,158,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,0,5,
"Poore, Daphne M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27524,"Poore, Daphne M.",EDCI,B100,C01,Clinical Obsrvation & Analysis,3,HARG,158,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,0,5,
"Poore, Daphne M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27532,"Poore, Daphne M.",EDEL,B330,001,Arts in Elementary Education,3,HARG,158,20 - Beaufort Full Term, T     ,4:50 PM - 7:35 PM,,25,16,
"Poore, Daphne M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27556,"Poore, Daphne M.",EDFO,B321,001,Foundations of American Edu,3,HARG,158,20 - Beaufort Full Term, T Th   ,3:05 PM - 4:20 PM,,25,11,
"Poore, Daphne M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27556,"Poore, Daphne M.",EDFO,B321,001,Foundations of American Edu,3,HARG,158,20 - Beaufort Full Term, T     ,4:15 PM - 6:45 PM,,25,11,
"Powell, Alyssa B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27803,"Powell, Alyssa B.",PUBH,B380,01W,Research Methods Public Health,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,23,
"Powell, Alyssa B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27665,"Powell, Alyssa B.",PUBH,B410,01W,Examining Health Inequalities,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,24,
"Powell, Alyssa B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27667,"Powell, Alyssa B.",PUBH,B450,001,Public Health Program Devel,3,SCITEC,122,20 - Beaufort Full Term,M      ,1:30 PM - 3:20 PM,,25,8,
"Powell, Alyssa B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27667,"Powell, Alyssa B.",PUBH,B450,001,Public Health Program Devel,3,SCITEC,122,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,25,8,
"Powell, Alyssa B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27667,"Powell, Alyssa B.",PUBH,B450,001,Public Health Program Devel,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,8,
"Powell, Alyssa B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27669,"Powell, Alyssa B.",PUBH,B450,01W,Public Health Program Devel,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,23,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27743,"Prestby, Kelly",ACCT,B226,001,Fundamentals of Accounting II,3,SCITEC,223,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,30,13,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27743,"Prestby, Kelly",ACCT,B226,001,Fundamentals of Accounting II,3,SCITEC,223,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,30,13,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27744,"Prestby, Kelly",ACCT,B345,001,Accounting Information Systems,3,SCITEC,223,20 - Beaufort Full Term, T Th   ,3:05 PM - 4:20 PM,,20,14,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27744,"Prestby, Kelly",ACCT,B345,001,Accounting Information Systems,3,SCITEC,223,20 - Beaufort Full Term, T     ,4:15 PM - 6:45 PM,,20,14,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27745,"Prestby, Kelly",ACCT,B437,001,Advanced Accounting,3,SCITEC,223,20 - Beaufort Full Term, T Th   ,12:15 PM - 1:30 PM,,15,5,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27745,"Prestby, Kelly",ACCT,B437,001,Advanced Accounting,3,SCITEC,223,20 - Beaufort Full Term,   Th   ,10:45 AM - 1:15 PM,,15,5,
"Prestby, Kelly",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27746,"Prestby, Kelly",MGSC,B290,01W,Computer Info Systems in Bus,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,30,27,
"Ptacin, Anna C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26425,"Ptacin, Anna C.",NURS,B326,5W1,Care of Adults with Acute & Ch,3,WALTSN,120,20 - Beaufort Full Term,  W    ,12:00 PM - 2:50 PM,,16,10,Course held on SALK/WALT campus
"Ptacin, Anna C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26435,"Ptacin, Anna C.",NURS,B326C,5WL,Clinical Care of Adults w/ Acu,3,WALTSN,119,20 - Beaufort Full Term,  W    ,8:30 AM - 11:20 AM,,16,9,
"Reading, Nancy L.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29357,"Reading, Nancy L.",UNIV,B101,008,The Student in the University,3,HARG,270,20 - Beaufort Full Term,M W    ,5:00 PM - 6:15 PM,,25,27,
"Reading, Nancy L.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29357,"Reading, Nancy L.",UNIV,B101,008,The Student in the University,3,HARG,270,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,25,27,
"Reibel, Melody D.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26422,"Reibel, Melody D.",NURS,B320,5WL,Pharmacologic Interventions,3,WALTM,120,20 - Beaufort Full Term,   Th   ,1:00 PM - 3:50 PM,,16,9,Course held on SALK/WALT campus
"Reibel, Melody D.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26425,"Reibel, Melody D.",NURS,B326,5W1,Care of Adults with Acute & Ch,3,WALTSN,120,20 - Beaufort Full Term,  W    ,12:00 PM - 2:50 PM,,16,10,Course held on SALK/WALT campus
"Reibel, Melody D.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26435,"Reibel, Melody D.",NURS,B326C,5WL,Clinical Care of Adults w/ Acu,3,WALTSN,119,20 - Beaufort Full Term,  W    ,8:30 AM - 11:20 AM,,16,9,
"Reibel, Melody D.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29619,"Reibel, Melody D.",NURS,B425,5W1,Care of High Acuity Adults/Eld,3,WALTSN,119,20 - Beaufort Full Term,M      ,9:00 AM - 11:50 AM,,6,6,
"Reynolds, Alison A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29366,"Reynolds, Alison A.",UNIV,B101,B02,The Student in the University,3,CFA,101,20 - Beaufort Full Term,M W    ,1:30 PM - 2:45 PM,,25,12,
"Reynolds, Alison A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29366,"Reynolds, Alison A.",UNIV,B101,B02,The Student in the University,3,CFA,101,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,25,12,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31114,"Ricardo, Elizabeth",IDST,B250,01W,Interdisciplinary Internship,3,,,20 - Beaufort Full Term,       ,,TBA,0,1,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26961,"Ricardo, Elizabeth",THEA,B170,001,Fundamentals of Acting,3,LIBR2,237,20 - Beaufort Full Term,M W F  ,8:00 AM - 8:50 AM,,20,20,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26961,"Ricardo, Elizabeth",THEA,B170,001,Fundamentals of Acting,3,LIBR2,237,20 - Beaufort Full Term,  W    ,8:00 AM - 10:30 AM,,20,20,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26963,"Ricardo, Elizabeth",THEA,B170,002,Fundamentals of Acting,3,LIBR2,237,20 - Beaufort Full Term,M W F  ,9:00 AM - 9:50 AM,,20,20,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26963,"Ricardo, Elizabeth",THEA,B170,002,Fundamentals of Acting,3,LIBR2,237,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,20,20,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26969,"Ricardo, Elizabeth",THEA,B220,01B,Theatre Laboratory,1,,,2B - Beaufort Second Half Term,       ,,TBA,20,14,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26735,"Ricardo, Elizabeth",THEA,B341,001,Performance of Caring,3,SCITEC,223,20 - Beaufort Full Term,   Th   ,4:15 PM - 6:45 PM,,10,12,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26735,"Ricardo, Elizabeth",THEA,B341,001,Performance of Caring,3,SCITEC,223,20 - Beaufort Full Term, T     ,4:30 PM - 6:00 PM,,10,12,
"Ricardo, Elizabeth",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26735,"Ricardo, Elizabeth",THEA,B341,001,Performance of Caring,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,10,12,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27634,"Ritchie, Kimberly B.",BIOL,B100H,B02,Biology Honors Seminar,1,CFA,100,20 - Beaufort Full Term, T     ,4:30 PM - 5:20 PM,,20,10,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27637,"Ritchie, Kimberly B.",BIOL,B230,LC1,Microbiology,4,CFA,100,20 - Beaufort Full Term, T Th   ,12:15 PM - 1:30 PM,,20,15,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27637,"Ritchie, Kimberly B.",BIOL,B230,LC1,Microbiology,4,CFA,100,20 - Beaufort Full Term,   Th   ,10:45 AM - 1:15 PM,,20,15,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27637,"Ritchie, Kimberly B.",BIOL,B230,LC1,Microbiology,4,MSCIE,101,20 - Beaufort Full Term,  W    ,10:00 AM - 11:50 AM,,20,15,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29041,"Ritchie, Kimberly B.",BIOL,B399,001,Independent Study,3,,,20 - Beaufort Full Term,       ,,TBA,1,1,Beneficial bacteria of corals and sharks (3) - H.Trader
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29373,"Ritchie, Kimberly B.",BIOL,B399,002,Independent Study,5,,,20 - Beaufort Full Term,       ,,TBA,1,1,Beneficial bacteria of corals and sharks: Search for novel probiotics and antibiotics (5) [student: Matthew Holt]
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31162,"Ritchie, Kimberly B.",BIOL,B399,005,Independent Study,1,,,20 - Beaufort Full Term,       ,,TBA,5,4,Beneficial bacteria of corals and sharks: Search for novel probiotics and antibiotics (Davis -1 ) (Hernandez -1 ) (Petties -1)
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27609,"Ritchie, Kimberly B.",BIOL,B490,001,Marine Policy,3,SCITEC,122,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,12,10,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27609,"Ritchie, Kimberly B.",BIOL,B490,001,Marine Policy,3,SCITEC,122,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,12,10,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27610,"Ritchie, Kimberly B.",BIOL,B490,B01,Marine Policy,3,CFA,101,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,12,7,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27610,"Ritchie, Kimberly B.",BIOL,B490,B01,Marine Policy,3,CFA,101,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,12,7,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31488,"Ritchie, Kimberly B.",BIOL,B490,CH1,Marine Policy,3,CFA,101,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,0,4,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31488,"Ritchie, Kimberly B.",BIOL,B490,CH1,Marine Policy,3,CFA,101,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,0,4,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31489,"Ritchie, Kimberly B.",BIOL,B490,CH2,Marine Policy,3,SCITEC,122,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,0,3,
"Ritchie, Kimberly B.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31489,"Ritchie, Kimberly B.",BIOL,B490,CH2,Marine Policy,3,SCITEC,122,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,0,3,
"Rizzi, Mary C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27526,"Rizzi, Mary C.",EDCI,B243,001,Resources in Teaching,3,HARG,158,20 - Beaufort Full Term,  W    ,4:30 PM - 7:00 PM,,25,19,
"Rizzi, Mary C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27526,"Rizzi, Mary C.",EDCI,B243,001,Resources in Teaching,3,HARG,158,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,25,19,
"Roberts, Summer C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26265,"Roberts, Summer C.",SOCY,B101,002,Introductory Sociology,3,LIBR2,267,20 - Beaufort Full Term, T Th   ,9:25 AM - 10:40 AM,,35,31,
"Roberts, Summer C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26265,"Roberts, Summer C.",SOCY,B101,002,Introductory Sociology,3,LIBR2,267,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:30 AM,,35,31,
"Roberts, Summer C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26285,"Roberts, Summer C.",SOCY,B313,P1A,Sociology of Aging,3,WEB2,BEAUFORT,2A - Beaufort First Half Term,       ,,TBA,25,23,PC10 / SOCY5
"Roberts, Summer C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26299,"Roberts, Summer C.",SOCY,B497,01W,Sociological Research Methods,4,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,22,
"Robinson, Dawn M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27675,"Robinson, Dawn M.",HMSV,B180,0WA,Personal and Professional Dev,3,WEB2,BEAUFORT,2A - Beaufort First Half Term,       ,,TBA,25,16,
"Robinson, Dawn M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27677,"Robinson, Dawn M.",HMSV,B190,0WA,Human Services: An  Intro,3,WEB2,BEAUFORT,2A - Beaufort First Half Term,       ,,TBA,25,10,
"Robinson, Dawn M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27678,"Robinson, Dawn M.",HMSV,B280,01W,Micro Level HMSV Interventions,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,7,
"Robinson, Dawn M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27679,"Robinson, Dawn M.",HMSV,B282,01W,Mezzo Level HMSV Interventions,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,10,
"Robinson, Leigha M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,25639,"Robinson, Leigha M.",PSYC,B425,001,Psych and the Legal System,3,HARG,270,20 - Beaufort Full Term, T Th   ,3:05 PM - 4:20 PM,,30,18,
"Robinson, Leigha M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,25639,"Robinson, Leigha M.",PSYC,B425,001,Psych and the Legal System,3,HARG,270,20 - Beaufort Full Term, T     ,4:15 PM - 6:45 PM,,30,18,
"Robinson, Leigha M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31512,"Robinson, Leigha M.",PSYC,B425,CH1,Psych and the Legal System,3,HARG,270,20 - Beaufort Full Term, T Th   ,3:05 PM - 4:20 PM,,0,1,
"Robinson, Leigha M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31512,"Robinson, Leigha M.",PSYC,B425,CH1,Psych and the Legal System,3,HARG,270,20 - Beaufort Full Term, T     ,4:15 PM - 6:45 PM,,0,1,
"Roos, Susan J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26489,"Roos, Susan J.",NURS,B422C,01L,Clinical Care in Public & Comm,3,SCITEC,260,20 - Beaufort Full Term,    F  ,8:00 AM - 10:40 AM,,24,24,
"Roos, Susan J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26492,"Roos, Susan J.",NURS,B422C,02L,Clinical Care in Public & Comm,3,SCITEC,260,20 - Beaufort Full Term,    F  ,12:00 PM - 2:40 PM,,24,9,
"Runyan, Catherine F.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26043,"Runyan, Catherine F.",ANTH,B102,001,Understand Other Cultures,3,LIBR2,267,20 - Beaufort Full Term,M      ,6:25 PM - 9:25 PM,,35,32,
"Runyan, Catherine F.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26043,"Runyan, Catherine F.",ANTH,B102,001,Understand Other Cultures,3,LIBR2,267,20 - Beaufort Full Term,M      ,7:00 PM - 9:30 PM,,35,32,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27748,"Russell, Nadine",ACCT,B225,001,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M W F  ,10:00 AM - 10:50 AM,,20,19,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27748,"Russell, Nadine",ACCT,B225,001,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,20,19,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27749,"Russell, Nadine",ACCT,B225,002,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M W F  ,1:30 PM - 2:20 PM,,20,9,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27749,"Russell, Nadine",ACCT,B225,002,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,20,9,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27750,"Russell, Nadine",ACCT,B225,003,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M W F  ,12:00 PM - 12:50 PM,,20,14,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27750,"Russell, Nadine",ACCT,B225,003,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,20,14,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31473,"Russell, Nadine",ACCT,B225,CH2,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M W F  ,1:30 PM - 2:20 PM,,0,1,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31473,"Russell, Nadine",ACCT,B225,CH2,Fundamentals of Accounting I,3,HARG,271,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,0,1,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27751,"Russell, Nadine",ACCT,B335,001,Survey of Federal Taxation,3,HARG,278,20 - Beaufort Full Term, T Th   ,4:30 PM - 5:45 PM,,25,10,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27751,"Russell, Nadine",ACCT,B335,001,Survey of Federal Taxation,3,HARG,278,20 - Beaufort Full Term,   Th   ,4:15 PM - 6:45 PM,,25,10,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31472,"Russell, Nadine",ACCT,B335,CH1,Survey of Federal Taxation,3,HARG,278,20 - Beaufort Full Term, T Th   ,4:30 PM - 5:45 PM,,0,1,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31472,"Russell, Nadine",ACCT,B335,CH1,Survey of Federal Taxation,3,HARG,278,20 - Beaufort Full Term,   Th   ,4:15 PM - 6:45 PM,,0,1,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27752,"Russell, Nadine",ACCT,B425,001,Intermediate Accounting I,3,SCITEC,223,20 - Beaufort Full Term, T Th   ,10:50 AM - 12:05 PM,,25,17,
"Russell, Nadine",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27752,"Russell, Nadine",ACCT,B425,001,Intermediate Accounting I,3,SCITEC,223,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,25,17,
"Sams, Laurel A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27586,"Sams, Laurel A.",BIOL,B243,003,Human Anatomy and Physiology I,4,LIBR2,237,20 - Beaufort Full Term, T Th   ,4:30 PM - 5:45 PM,,24,14,
"Sams, Laurel A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27586,"Sams, Laurel A.",BIOL,B243,003,Human Anatomy and Physiology I,4,LIBR2,237,20 - Beaufort Full Term,   Th   ,4:15 PM - 6:45 PM,,24,14,
"Sams, Laurel A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27587,"Sams, Laurel A.",BIOL,B243,004,Human Anatomy and Physiology I,4,LIBR2,237,20 - Beaufort Full Term, T Th   ,4:30 PM - 5:45 PM,,24,23,
"Sams, Laurel A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27587,"Sams, Laurel A.",BIOL,B243,004,Human Anatomy and Physiology I,4,LIBR2,237,20 - Beaufort Full Term,   Th   ,4:15 PM - 6:45 PM,,24,23,
"Sams, Laurel A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27587,"Sams, Laurel A.",BIOL,B243,004,Human Anatomy and Physiology I,4,SCITEC,118,20 - Beaufort Full Term,   Th   ,6:30 PM - 8:20 PM,,24,23,
"Sanders, Manuel J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28362,"Sanders, Manuel J.",MATH,B115,001,Precalculus Mathematics,4,HARG,278,20 - Beaufort Full Term,M W F  ,11:00 AM - 12:10 PM,,24,22,
"Sanders, Manuel J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28362,"Sanders, Manuel J.",MATH,B115,001,Precalculus Mathematics,4,HARG,278,20 - Beaufort Full Term,  W    ,10:45 AM - 1:15 PM,,24,22,
"Sanders, Manuel J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28365,"Sanders, Manuel J.",MATH,B141,001,Calculus I,4,HARG,278,20 - Beaufort Full Term,M W F  ,8:40 AM - 9:50 AM,,24,17,
