SUBJECT_DESC,CAMPUS_DESC,STUDENT_CAMPUS_DESC,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,MEETING_TYPE_DESC,CRN,Professor,Subject,Course,Section,Title,Credits,Building,Room,Sub Academic Term,Days,Time,Class Status TBA,Max Enrollment,Actual Enrolled,Course Text Narrative
"Abbott, Amy E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28427,"Abbott, Amy E.",STAT,B201,P10,Elementary Statistics,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,24,21,PC10
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28197,"Adams, Ann-Marie",COMM,B140,001,Public Communication,3,HARG,204,20 - Beaufort Full Term,M W F  ,9:00 AM - 9:50 AM,,25,22,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28197,"Adams, Ann-Marie",COMM,B140,001,Public Communication,3,HARG,204,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,25,22,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28199,"Adams, Ann-Marie",COMM,B140,003,Public Communication,3,HARG,204,20 - Beaufort Full Term,M W F  ,1:30 PM - 2:20 PM,,25,23,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28199,"Adams, Ann-Marie",COMM,B140,003,Public Communication,3,HARG,204,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,25,23,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28221,"Adams, Ann-Marie",COMM,B140,B01,Public Communication,3,CFA,103,20 - Beaufort Full Term, T Th   ,3:05 PM - 4:20 PM,,27,16,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28221,"Adams, Ann-Marie",COMM,B140,B01,Public Communication,3,CFA,103,20 - Beaufort Full Term, T     ,4:15 PM - 6:45 PM,,27,16,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29170,"Adams, Ann-Marie",COMM,B201,B01,Interpersonal Communication,3,CFA,103,20 - Beaufort Full Term, T Th   ,10:50 AM - 12:05 PM,,27,26,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29170,"Adams, Ann-Marie",COMM,B201,B01,Interpersonal Communication,3,CFA,103,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,27,26,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28201,"Adams, Ann-Marie",COMM,B240,001,Media and Society,3,HARG,204,20 - Beaufort Full Term,M W    ,12:00 PM - 1:15 PM,,25,22,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28201,"Adams, Ann-Marie",COMM,B240,001,Media and Society,3,HARG,204,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,25,22,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28211,"Adams, Ann-Marie",COMM,B328,001,Intro to Public Relations,3,SCITEC,223,20 - Beaufort Full Term,M W    ,3:30 PM - 4:45 PM,,25,17,
"Adams, Ann-Marie",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28211,"Adams, Ann-Marie",COMM,B328,001,Intro to Public Relations,3,SCITEC,223,20 - Beaufort Full Term,  W    ,4:15 PM - 6:45 PM,,25,17,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27579,"Alvarez, Beda E.",BIOL,B230,001,Microbiology,4,SCITEC,122,20 - Beaufort Full Term, T Th   ,10:50 AM - 12:05 PM,,22,19,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27579,"Alvarez, Beda E.",BIOL,B230,001,Microbiology,4,SCITEC,114,20 - Beaufort Full Term,   Th   ,12:15 PM - 2:05 PM,,22,19,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27579,"Alvarez, Beda E.",BIOL,B230,001,Microbiology,4,SCITEC,122,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,22,19,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27581,"Alvarez, Beda E.",BIOL,B230,002,Microbiology,4,SCITEC,122,20 - Beaufort Full Term, T Th   ,10:50 AM - 12:05 PM,,12,11,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27581,"Alvarez, Beda E.",BIOL,B230,002,Microbiology,4,SCITEC,114,20 - Beaufort Full Term, T     ,12:15 PM - 2:05 PM,,12,11,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27581,"Alvarez, Beda E.",BIOL,B230,002,Microbiology,4,SCITEC,122,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,12,11,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27578,"Alvarez, Beda E.",BIOL,B230,01W,Microbiology,4,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,24,24,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27584,"Alvarez, Beda E.",BIOL,B243,001,Human Anatomy and Physiology I,4,SCITEC,114,20 - Beaufort Full Term,M      ,1:00 PM - 2:50 PM,,24,23,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27585,"Alvarez, Beda E.",BIOL,B243,002,Human Anatomy and Physiology I,4,SCITEC,114,20 - Beaufort Full Term,    F  ,12:30 PM - 2:20 PM,,24,24,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27586,"Alvarez, Beda E.",BIOL,B243,003,Human Anatomy and Physiology I,4,SCITEC,114,20 - Beaufort Full Term, T     ,6:30 PM - 8:20 PM,,24,14,
"Alvarez, Beda E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31101,"Alvarez, Beda E.",BIOL,B243,007,Human Anatomy and Physiology I,4,SCITEC,114,20 - Beaufort Full Term,  W    ,11:00 AM - 12:50 PM,,24,16,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27305,"Angell, Eliot J.",ARTS,B100,B20,Workshop for Non-Majors,3,ARTS,101,20 - Beaufort Full Term,M W    ,9:00 AM - 11:15 AM,,5,3,Workshop for Non-Majors: PRINTMAKING
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27305,"Angell, Eliot J.",ARTS,B100,B20,Workshop for Non-Majors,3,ARTS,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,5,3,Workshop for Non-Majors: PRINTMAKING
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27341,"Angell, Eliot J.",ARTS,B100,B21,Workshop for Non-Majors,3,CFA,116,20 - Beaufort Full Term, T Th   ,10:25 AM - 12:40 PM,,5,4,Workshop for Non-Majors: Ceramics
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27341,"Angell, Eliot J.",ARTS,B100,B21,Workshop for Non-Majors,3,CFA,116,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,5,4,Workshop for Non-Majors: Ceramics
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27304,"Angell, Eliot J.",ARTS,B111,B02,Drawing I,3,VAD,123,20 - Beaufort Full Term,M W    ,2:00 PM - 4:15 PM,,16,14,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27304,"Angell, Eliot J.",ARTS,B111,B02,Drawing I,3,VAD,123,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,16,14,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27306,"Angell, Eliot J.",ARTS,B215,B20,Printmaking I,3,ARTS,101,20 - Beaufort Full Term,M W    ,9:00 AM - 11:15 AM,,15,3,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27306,"Angell, Eliot J.",ARTS,B215,B20,Printmaking I,3,ARTS,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,15,3,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27342,"Angell, Eliot J.",ARTS,B220,B21,Ceramics I,3,CFA,116,20 - Beaufort Full Term, T Th   ,10:25 AM - 12:40 PM,,10,4,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27342,"Angell, Eliot J.",ARTS,B220,B21,Ceramics I,3,CFA,116,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,10,4,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27308,"Angell, Eliot J.",ARTS,B315,B20,Printmaking II,3,ARTS,101,20 - Beaufort Full Term,M W    ,9:00 AM - 11:15 AM,,5,2,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27308,"Angell, Eliot J.",ARTS,B315,B20,Printmaking II,3,ARTS,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,5,2,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27309,"Angell, Eliot J.",ARTS,B316,B20,Printmaking III,3,ARTS,101,20 - Beaufort Full Term,M W    ,9:00 AM - 11:15 AM,,5,0,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27309,"Angell, Eliot J.",ARTS,B316,B20,Printmaking III,3,ARTS,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,5,0,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27347,"Angell, Eliot J.",ARTS,B320,B21,Ceramics II,3,CFA,116,20 - Beaufort Full Term, T Th   ,9:25 AM - 11:40 AM,,5,3,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27347,"Angell, Eliot J.",ARTS,B320,B21,Ceramics II,3,CFA,116,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,5,3,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27348,"Angell, Eliot J.",ARTS,B321,B21,Ceramics III,3,CFA,116,20 - Beaufort Full Term, T Th   ,9:25 AM - 11:40 AM,,5,0,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27348,"Angell, Eliot J.",ARTS,B321,B21,Ceramics III,3,CFA,116,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,5,0,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27350,"Angell, Eliot J.",ARTS,B390,B01,Directed Studio Art Internship,3,,,20 - Beaufort Full Term,       ,,TBA,5,3,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27310,"Angell, Eliot J.",ARTS,B417,B20,Advanced Printmaking,3,ARTS,101,20 - Beaufort Full Term,M W    ,9:00 AM - 11:15 AM,,5,0,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27310,"Angell, Eliot J.",ARTS,B417,B20,Advanced Printmaking,3,ARTS,101,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,5,0,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27349,"Angell, Eliot J.",ARTS,B420,B21,Advanced Ceramics,3,CFA,116,20 - Beaufort Full Term, T Th   ,9:25 AM - 11:40 AM,,5,1,
"Angell, Eliot J.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27349,"Angell, Eliot J.",ARTS,B420,B21,Advanced Ceramics,3,CFA,116,20 - Beaufort Full Term, T     ,10:45 AM - 1:15 PM,,5,1,
"Aranda, Blanca",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,25564,"Aranda, Blanca",PSYC,B101,003,Introduction to Psychology,3,LIBR2,267,20 - Beaufort Full Term, T Th   ,3:05 PM - 4:20 PM,,70,66,
"Aranda, Blanca",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,25564,"Aranda, Blanca",PSYC,B101,003,Introduction to Psychology,3,LIBR2,267,20 - Beaufort Full Term, T     ,4:15 PM - 6:45 PM,,70,66,
"Barberio, Janae",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26432,"Barberio, Janae",NURS,B326C,01L,Clinical Care of Adults w/ Acu,3,SCITEC,260,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:40 AM,,24,21,
"Barberio, Janae",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26434,"Barberio, Janae",NURS,B326C,02L,Clinical Care of Adults w/ Acu,3,SCITEC,260,20 - Beaufort Full Term,   Th   ,12:00 PM - 2:40 PM,,24,19,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27352,"Barnes, Emma M.",ARTS,B210,B22,Painting I,3,VAD,123,20 - Beaufort Full Term,M W    ,4:30 PM - 6:45 PM,,10,8,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27352,"Barnes, Emma M.",ARTS,B210,B22,Painting I,3,VAD,123,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,10,8,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31498,"Barnes, Emma M.",ARTS,B210,CH2,Painting I,3,VAD,123,20 - Beaufort Full Term,M W    ,4:30 PM - 6:45 PM,,0,1,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31498,"Barnes, Emma M.",ARTS,B210,CH2,Painting I,3,VAD,123,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,0,1,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27353,"Barnes, Emma M.",ARTS,B310,B22,Painting II,3,VAD,123,20 - Beaufort Full Term,M W    ,4:30 PM - 6:45 PM,,5,4,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27353,"Barnes, Emma M.",ARTS,B310,B22,Painting II,3,VAD,123,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,5,4,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27354,"Barnes, Emma M.",ARTS,B311,B22,Painting III,3,VAD,123,20 - Beaufort Full Term,M W    ,4:30 PM - 6:45 PM,,5,2,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27354,"Barnes, Emma M.",ARTS,B311,B22,Painting III,3,VAD,123,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,5,2,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27356,"Barnes, Emma M.",ARTS,B412,B22,Advanced Painting,3,VAD,123,20 - Beaufort Full Term,M W    ,4:30 PM - 6:45 PM,,5,2,
"Barnes, Emma M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27356,"Barnes, Emma M.",ARTS,B412,B22,Advanced Painting,3,VAD,123,20 - Beaufort Full Term,M      ,4:15 PM - 6:45 PM,,5,2,
"Barnes, Mollie E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26881,"Barnes, Mollie E.",ENGL,B102,01W,Composition and Literature,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,22,19,
"Barnes, Mollie E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26882,"Barnes, Mollie E.",ENGL,B102,02W,Composition and Literature,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,22,18,
"Barnes, Mollie E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26890,"Barnes, Mollie E.",ENGL,B200,001,Intro to English Studies,3,HARG,160,20 - Beaufort Full Term,M W    ,12:00 PM - 1:15 PM,,25,18,
"Barnes, Mollie E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26890,"Barnes, Mollie E.",ENGL,B200,001,Intro to English Studies,3,HARG,160,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,25,18,
"Barnes, Mollie E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26917,"Barnes, Mollie E.",ENGL,B425A,001,The American Novel to 1914,3,HARG,160,20 - Beaufort Full Term,M W    ,3:30 PM - 4:45 PM,,20,15,
"Barnes, Mollie E.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26917,"Barnes, Mollie E.",ENGL,B425A,001,The American Novel to 1914,3,HARG,160,20 - Beaufort Full Term,  W    ,4:15 PM - 6:45 PM,,20,15,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28307,"Barth, Sean M.",HRTM,B270,01T,Quantity Food Production,4,HHHC,207,20 - Beaufort Full Term,M W    ,10:00 AM - 11:15 AM,,25,17,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28307,"Barth, Sean M.",HRTM,B270,01T,Quantity Food Production,4,HHHC,207,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,25,17,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28308,"Barth, Sean M.",HRTM,B311,01T,Princ Food Service Sanitation,1,HHHC,207,20 - Beaufort Full Term,M      ,11:30 AM - 12:45 PM,,25,15,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28309,"Barth, Sean M.",HRTM,B312,01T,Mangement by Menu,1,HHHC,207,20 - Beaufort Full Term,  W    ,11:30 AM - 12:45 PM,,25,15,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28276,"Barth, Sean M.",HRTM,B372,01W,Catering Management,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,25,17,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,28310,"Barth, Sean M.",HRTM,B385,01T,Club Management,3,HHHC,207,20 - Beaufort Full Term, T Th   ,11:30 AM - 12:45 PM,,25,13,combined with section 31157 HRTM B385 P10
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,28310,"Barth, Sean M.",HRTM,B385,01T,Club Management,3,HHHC,207,20 - Beaufort Full Term,   Th   ,10:45 AM - 1:15 PM,,25,13,combined with section 31157 HRTM B385 P10
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31461,"Barth, Sean M.",HRTM,B385,CH1,Club Management,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,0,1,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31466,"Barth, Sean M.",HRTM,B385,CHT,Club Management,3,HHHC,207,20 - Beaufort Full Term, T Th   ,11:30 AM - 12:45 PM,,0,1,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31466,"Barth, Sean M.",HRTM,B385,CHT,Club Management,3,HHHC,207,20 - Beaufort Full Term,   Th   ,10:45 AM - 1:15 PM,,0,1,
"Barth, Sean M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31157,"Barth, Sean M.",HRTM,B385,P10,Club Management,3,WEB2,BEAUFORT,20 - Beaufort Full Term,       ,,TBA,0,10,combined with 28310 HRTM B385 01T
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26458,"Beall, Christina",NURS,B412,001,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,17,13,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26458,"Beall, Christina",NURS,B412,001,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,8:00 AM - 10:50 AM,,17,13,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26470,"Beall, Christina",NURS,B412,002,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,12:00 PM - 2:40 PM,,24,17,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26470,"Beall, Christina",NURS,B412,002,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,24,17,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31502,"Beall, Christina",NURS,B412,CH1,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,0,2,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31502,"Beall, Christina",NURS,B412,CH1,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,8:00 AM - 10:50 AM,,0,2,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31501,"Beall, Christina",NURS,B412,CH2,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,12:00 PM - 2:40 PM,,0,1,
"Beall, Christina",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31501,"Beall, Christina",NURS,B412,CH2,Care of Indiv with Mental & Ad,3,SCITEC,222,20 - Beaufort Full Term,M      ,1:30 PM - 4:00 PM,,0,1,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26419,"Berrios, Kayla C.",NURS,B326,001,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,8:00 AM - 10:30 AM,,24,20,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26419,"Berrios, Kayla C.",NURS,B326,001,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,8:00 AM - 10:50 AM,,24,20,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26421,"Berrios, Kayla C.",NURS,B326,002,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,12:00 PM - 2:50 PM,,24,20,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,26421,"Berrios, Kayla C.",NURS,B326,002,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,1:30 PM - 4:00 PM,,24,20,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31508,"Berrios, Kayla C.",NURS,B326,CH1,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,8:00 AM - 10:30 AM,,0,2,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31508,"Berrios, Kayla C.",NURS,B326,CH1,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,8:00 AM - 10:50 AM,,0,2,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31507,"Berrios, Kayla C.",NURS,B326,CH2,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,12:00 PM - 2:50 PM,,0,1,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31507,"Berrios, Kayla C.",NURS,B326,CH2,Care of Adults with Acute & Ch,3,SCITEC,222,20 - Beaufort Full Term,  W    ,1:30 PM - 4:00 PM,,0,1,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26432,"Berrios, Kayla C.",NURS,B326C,01L,Clinical Care of Adults w/ Acu,3,SCITEC,260,20 - Beaufort Full Term,   Th   ,8:00 AM - 10:40 AM,,24,21,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26434,"Berrios, Kayla C.",NURS,B326C,02L,Clinical Care of Adults w/ Acu,3,SCITEC,260,20 - Beaufort Full Term,   Th   ,12:00 PM - 2:40 PM,,24,19,
"Berrios, Kayla C.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,26435,"Berrios, Kayla C.",NURS,B326C,5WL,Clinical Care of Adults w/ Acu,3,WALTSN,119,20 - Beaufort Full Term,  W    ,8:30 AM - 11:20 AM,,16,9,
"Bessent, Laura M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29350,"Bessent, Laura M.",UNIV,B101,001,The Student in the University,3,HARG,270,20 - Beaufort Full Term,M W F  ,9:00 AM - 9:50 AM,,25,27,
"Bessent, Laura M.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29350,"Bessent, Laura M.",UNIV,B101,001,The Student in the University,3,HARG,270,20 - Beaufort Full Term,M      ,8:00 AM - 10:30 AM,,25,27,
"Bond, Christopher",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27764,"Bond, Christopher",BADM,B150,001,Intro to Personal Finance,3,SCITEC,123,20 - Beaufort Full Term,M W    ,10:00 AM - 11:15 AM,,25,23,
"Bond, Christopher",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27764,"Bond, Christopher",BADM,B150,001,Intro to Personal Finance,3,SCITEC,123,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,25,23,
"Bond, Christopher",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27765,"Bond, Christopher",MGSC,B390,001,Mgmt Information Systems,3,SCITEC,123,20 - Beaufort Full Term,M W    ,12:00 PM - 1:15 PM,,25,23,
"Bond, Christopher",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27765,"Bond, Christopher",MGSC,B390,001,Mgmt Information Systems,3,SCITEC,123,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,25,23,
"Boniecki, Kelli",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,29355,"Boniecki, Kelli",UNIV,B101,006,The Student in the University,3,HARG,271,20 - Beaufort Full Term, T Th   ,4:30 PM - 5:45 PM,,25,26,
"Boniecki, Kelli",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,29355,"Boniecki, Kelli",UNIV,B101,006,The Student in the University,3,HARG,271,20 - Beaufort Full Term,   Th   ,4:15 PM - 6:45 PM,,25,26,
"Borgianini, Stephen A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27566,"Borgianini, Stephen A.",BIOL,B101,003,Biological Principles I,4,SCITEC,114,20 - Beaufort Full Term,   Th   ,2:10 PM - 5:00 PM,,24,9,
"Borgianini, Stephen A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,27594,"Borgianini, Stephen A.",BIOL,B301,001,Ecology and Evolution,3,LIBR2,267,20 - Beaufort Full Term,M W F  ,10:00 AM - 10:50 AM,,68,45,
"Borgianini, Stephen A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,27594,"Borgianini, Stephen A.",BIOL,B301,001,Ecology and Evolution,3,LIBR2,267,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,68,45,
"Borgianini, Stephen A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Class,31492,"Borgianini, Stephen A.",BIOL,B301,CH2,Ecology and Evolution,3,LIBR2,267,20 - Beaufort Full Term,M W F  ,10:00 AM - 10:50 AM,,0,1,
"Borgianini, Stephen A.",USC Beaufort,USC Beaufort,202308,Fall 2023,Exam,31492,"Borgianini, Stephen A.",BIOL,B301,CH2,Ecology and Evolution,3,LIBR2,267,20 - Beaufort Full Term,M      ,10:45 AM - 1:15 PM,,0,1,
